movie_title,target_date,rank,audi_cnt,audi_acc,scrn_cnt
교섭,20230126,1,36617,1234419,945
교섭,20230127,2,40310,1274729,937
교섭,20230128,2,89329,1364058,955
교섭,20230129,2,75886,1439944,948
교섭,20230130,2,25065,1465009,857
교섭,20230131,2,24049,1489058,871
교섭,20230201,3,20015,1509073,799
교섭,20230202,2,18604,1527677,781
교섭,20230203,2,21062,1548739,783
교섭,20230204,3,38340,1587079,782
교섭,20230205,3,32959,1620038,761
교섭,20230206,3,12707,1632745,663
교섭,20230207,3,11587,1644332,674
교섭,20230208,5,7853,1652185,619
교섭,20230209,4,7552,1659737,631
교섭,20230210,4,8707,1668444,627
교섭,20230211,4,15291,1683735,689
교섭,20230212,4,14129,1697864,681
교섭,20230213,4,5334,1703198,537
교섭,20230214,6,5876,1709074,574
핸섬가이즈,20240626,4,66952,87062,935
핸섬가이즈,20240627,4,42686,129748,904
핸섬가이즈,20240628,3,57145,186893,916
핸섬가이즈,20240629,3,126946,313839,943
핸섬가이즈,20240630,2,145034,458873,965
핸섬가이즈,20240701,2,55451,514324,866
핸섬가이즈,20240702,2,54955,569279,936
핸섬가이즈,20240703,3,45668,614947,1049
핸섬가이즈,20240704,3,40882,655829,1065
핸섬가이즈,20240705,3,61633,717462,1051
핸섬가이즈,20240706,3,135248,852710,1029
핸섬가이즈,20240707,3,117137,969847,1004
핸섬가이즈,20240708,3,34920,1004767,916
핸섬가이즈,20240709,3,34328,1039095,919
핸섬가이즈,20240710,3,36931,1076026,957
핸섬가이즈,20240711,3,33775,1109801,954
핸섬가이즈,20240712,4,40500,1150301,767
핸섬가이즈,20240713,4,91422,1241723,793
핸섬가이즈,20240714,4,82446,1324169,792
핸섬가이즈,20240715,4,24392,1348561,702
핸섬가이즈,20240716,4,23661,1372222,714
핸섬가이즈,20240717,5,21980,1394202,685
핸섬가이즈,20240718,5,21486,1415688,730
핸섬가이즈,20240719,4,36019,1451707,782
핸섬가이즈,20240720,4,74135,1525842,864
핸섬가이즈,20240721,4,65497,1591339,878
핸섬가이즈,20240722,4,22308,1613647,739
핸섬가이즈,20240723,4,20354,1634001,727
핸섬가이즈,20240724,6,10223,1644224,532
핸섬가이즈,20240725,6,10198,1654422,550
핸섬가이즈,20240726,6,13708,1668130,537
인질,20210818,1,97352,104365,1114
인질,20210819,1,80268,184633,1125
인질,20210820,1,83916,268549,1190
인질,20210821,1,186220,454769,1278
인질,20210822,1,184116,638885,1288
인질,20210823,1,52859,691744,1157
인질,20210824,1,50036,741780,1179
인질,20210825,1,66304,808084,1186
인질,20210826,1,46616,854700,1186
인질,20210827,1,53740,908440,1240
인질,20210828,1,116829,1025269,1292
인질,20210829,1,114660,1139929,1294
인질,20210830,1,34463,1174392,1164
인질,20210831,1,35258,1209650,1152
인질,20210901,2,29343,1238993,896
인질,20210902,2,23610,1262603,900
인질,20210903,2,26975,1289578,932
인질,20210904,2,56543,1346121,994
인질,20210905,2,52562,1398683,990
인질,20210906,2,14614,1413297,867
인질,20210907,2,15039,1428336,863
인질,20210908,2,13096,1441432,825
인질,20210909,3,11458,1452890,788
인질,20210910,3,13373,1466263,816
인질,20210911,3,27945,1494208,920
인질,20210912,3,27408,1521616,932
인질,20210913,2,11037,1532653,777
인질,20210914,2,11418,1544071,783
인질,20210915,8,4957,1549028,457
인질,20210916,5,6389,1555417,456
인질,20210917,5,7131,1562548,486
시민덕희,20240124,1,61242,91384,1136
시민덕희,20240125,1,50242,141626,1147
시민덕희,20240126,1,66955,208581,1167
시민덕희,20240127,1,153661,362242,1272
시민덕희,20240128,1,142748,504990,1270
시민덕희,20240129,1,46761,551751,1138
시민덕희,20240130,1,46050,597801,1177
시민덕희,20240131,2,64682,662483,966
시민덕희,20240201,2,38132,700615,965
시민덕희,20240202,2,40652,741267,993
시민덕희,20240203,2,97162,838429,1083
시민덕희,20240204,2,92539,930968,1071
시민덕희,20240205,2,31503,962471,963
시민덕희,20240206,2,25307,987778,974
시민덕희,20240207,6,15046,1002824,696
시민덕희,20240208,2,26979,1029803,796
시민덕희,20240209,2,74694,1104497,925
시민덕희,20240210,2,136776,1241273,1154
시민덕희,20240211,2,142172,1383445,1281
시민덕희,20240212,2,104969,1488414,1250
시민덕희,20240213,3,23076,1511490,862
시민덕희,20240214,4,18381,1529871,826
시민덕희,20240215,4,16555,1546426,800
시민덕희,20240216,4,18493,1564919,820
시민덕희,20240217,4,39375,1604294,836
시민덕희,20240218,4,35829,1640123,812
시민덕희,20240219,4,13224,1653347,699
시민덕희,20240220,4,12412,1665759,697
시민덕희,20240221,4,11598,1677357,645
시민덕희,20240222,7,3728,1681085,398
시민덕희,20240223,7,3695,1684780,393
외계+인 2부,20240110,1,94495,103534,1268
외계+인 2부,20240111,1,64993,168527,1269
외계+인 2부,20240112,1,84840,253367,1335
외계+인 2부,20240113,1,206416,459783,1390
외계+인 2부,20240114,1,189318,649101,1366
외계+인 2부,20240115,1,43510,692611,1243
외계+인 2부,20240116,1,41111,733722,1273
외계+인 2부,20240117,1,41458,775180,1253
외계+인 2부,20240118,1,40751,815931,1253
외계+인 2부,20240119,1,51234,867165,1322
외계+인 2부,20240120,1,114994,982159,1379
외계+인 2부,20240121,1,111568,1093727,1357
외계+인 2부,20240122,1,28763,1122490,1224
외계+인 2부,20240123,1,26421,1148911,1240
외계+인 2부,20240124,2,18917,1167828,873
외계+인 2부,20240125,2,15994,1183822,853
외계+인 2부,20240126,2,22999,1206821,923
외계+인 2부,20240127,2,52772,1259593,977
외계+인 2부,20240128,2,47209,1306802,935
외계+인 2부,20240129,2,13128,1319930,827
외계+인 2부,20240130,2,13174,1333104,839
외계+인 2부,20240131,3,16516,1349620,663
외계+인 2부,20240201,3,7856,1357476,635
외계+인 2부,20240202,3,9498,1366974,650
외계+인 2부,20240203,3,19961,1386935,687
외계+인 2부,20240204,3,19309,1406244,670
외계+인 2부,20240205,4,5504,1411748,581
외계+인 2부,20240206,4,5282,1417030,582
곤지암,20180328,1,198365,266448,808
곤지암,20180329,1,117945,384393,849
곤지암,20180330,1,185811,570204,954
곤지암,20180331,1,423340,993544,1075
곤지암,20180401,1,373836,1367380,1124
곤지암,20180402,1,109505,1476885,927
곤지암,20180403,1,87577,1564462,977
곤지암,20180404,1,92046,1656508,989
곤지암,20180405,2,78273,1734781,896
곤지암,20180406,2,111319,1846100,922
곤지암,20180407,1,226594,2072694,950
곤지암,20180408,2,175711,2248405,947
곤지암,20180409,2,47017,2295422,843
곤지암,20180410,2,40526,2335948,845
곤지암,20180411,3,40888,2376836,844
곤지암,20180412,5,24288,2401124,543
곤지암,20180413,5,37043,2438167,552
곤지암,20180414,5,76299,2514466,608
곤지암,20180415,6,52792,2567258,586
곤지암,20180416,6,13543,2580801,498
곤지암,20180417,6,11893,2592694,491
곤지암,20180418,6,11576,2604270,499
곤지암,20180419,7,8387,2612657,374
곤지암,20180420,7,10770,2623427,392
곤지암,20180421,7,21697,2645124,427
곤지암,20180422,7,17253,2662377,416
곤지암,20180423,7,5227,2667604,361
곤지암,20180424,8,4645,2672249,347
박열,20170628,1,201987,221162,917
박열,20170629,1,141299,362461,995
박열,20170630,1,174136,536597,1066
박열,20170701,1,330776,867373,1176
박열,20170702,1,313188,1180561,1172
박열,20170703,1,113352,1293913,1089
박열,20170704,1,104154,1398067,1102
박열,20170705,2,59576,1457643,743
박열,20170706,2,56290,1513933,756
박열,20170707,2,73706,1587639,747
박열,20170708,2,136469,1724108,708
박열,20170709,2,118132,1842240,686
박열,20170710,2,43647,1885887,691
박열,20170711,2,45160,1931047,710
박열,20170712,2,39140,1970187,653
박열,20170713,2,35493,2005680,594
박열,20170714,2,45994,2051674,630
박열,20170715,3,85482,2137156,638
박열,20170716,3,75059,2212215,620
박열,20170717,2,27965,2240180,577
박열,20170718,2,26207,2266387,602
박열,20170719,3,23249,2289636,557
박열,20170720,5,11184,2300820,389
박열,20170721,5,11516,2312336,385
박열,20170722,8,14396,2326732,334
박열,20170723,8,12139,2338871,325
박열,20170724,8,6788,2345659,351
박열,20170725,10,6838,2352497,341
나쁜 녀석들: 더 무비,20190911,2,244335,269559,1139
나쁜 녀석들: 더 무비,20190912,1,442565,712124,1221
나쁜 녀석들: 더 무비,20190913,1,640253,1352377,1331
나쁜 녀석들: 더 무비,20190914,1,756981,2109358,1483
나쁜 녀석들: 더 무비,20190915,1,571572,2680930,1511
나쁜 녀석들: 더 무비,20190916,1,197828,2878758,1251
나쁜 녀석들: 더 무비,20190917,1,136687,3015445,1285
나쁜 녀석들: 더 무비,20190918,1,128152,3143597,1172
나쁜 녀석들: 더 무비,20190919,1,102196,3245793,1052
나쁜 녀석들: 더 무비,20190920,1,131298,3377091,1083
나쁜 녀석들: 더 무비,20190921,1,284383,3661474,1225
나쁜 녀석들: 더 무비,20190922,1,245295,3906769,1196
나쁜 녀석들: 더 무비,20190923,1,75530,3982299,1084
나쁜 녀석들: 더 무비,20190924,1,65944,4048243,1114
나쁜 녀석들: 더 무비,20190925,2,89092,4137335,881
나쁜 녀석들: 더 무비,20190926,2,46264,4183599,891
나쁜 녀석들: 더 무비,20190927,2,59036,4242635,921
나쁜 녀석들: 더 무비,20190928,3,109811,4352446,1000
나쁜 녀석들: 더 무비,20190929,3,89779,4442225,985
나쁜 녀석들: 더 무비,20190930,3,38765,4480990,872
나쁜 녀석들: 더 무비,20191001,3,31809,4512799,871
나쁜 녀석들: 더 무비,20191002,6,10438,4523237,407
나쁜 녀석들: 더 무비,20191003,7,16081,4539318,379
나쁜 녀석들: 더 무비,20191004,8,6991,4546309,359
나쁜 녀석들: 더 무비,20191005,8,5941,4552250,271
나쁜 녀석들: 더 무비,20191006,8,4441,4556691,263
나쁜 녀석들: 더 무비,20191007,6,2362,4559053,287
나쁜 녀석들: 더 무비,20191008,8,2462,4561515,276
