pub_date,media_name,title,description,movie_id
2019-05-30 03:36:00,topstarnews,"몬스터버스 3번째 영화 '고질라: 킹 오브 몬스터', 개봉 첫 날 박스오피...",2위에 오른 '악인전'은 308만 관객을 돌파했다. 30일 개봉하는 2019년 한국영화 사상 최고 기대작 '기생충'은 30일 오전 3시 32분 기준 78.3%의 엄청난 실시간 예매율로 1위를 달리고 있다. [톱스타뉴스=],parasite
2019-05-30 07:10:00,sisaon,"[김기범의 뷰파인더] 영화 ＜기생충＞, '제2의 김기영'이 만들어낸 현대...",자타가 공인하는 '제2의 김기영' 봉준호 감독의 일곱 번째 장편영화 <기생충>은 2019년을 사는 오늘의 우리를 신랄하게 비틀지는 않는다. 다만 있는 그대로 평범한 백수 가족의 생존 투쟁기를 약간의 과장과 씁쓸한 웃음... ,parasite
2019-05-30 09:50:00,entertain,"[SC초점]""예매율 77%""…'기생충' D-day, 칸의 영광 흥행으로 이어질까","'기생충'은 2019년 한국 영화 최고의 기대작이다. '플란다스의 개'(2000년), '살인의 추억'(2003년), '괴물'(2006년), '마더'(2009년), '설국열차'(2013년), '옥자'(2017년)를 연출한 거장 봉준호 감독의 신작으로 제작단계부터... ",parasite
2019-05-30 20:10:00,네이버뉴스,"칸 영화제 주요 수상작 기생충, 박쥐, 밀양, 올드보이 관객 수는?","칸 영화제 황금종려상: 기생충(2019), 봉준호 감독-? 주목할 부분은 올드보이와 박쥐의 경우 청소년관람불가(고등학교 재학생 포함 만 18세 미만 관람 불가) 영화로 영화 관람 등급 가운데 관객몰이에 가장 불리한... ",parasite
2019-05-31 06:18:00,stoo,"'기생충' 개봉 첫날 무려 56만 관객 동원, 압도적 관람 욕구 분출",봉준호 감독의 7번째 연출작인 '기생충'은 2019 칸영화제에서 한국 영화 최초로 황금종려상을 수상하며 관객들의 기대가 폭주한 작품이다. '기생충'은 전원백수인 기택네 장남 기우가 고액 과외 면접을 위해 박사장네... ,parasite
2019-06-03 11:05:00,nbntv,"""봉 감독이 말하고 싶었던 것?"" 영화 '기생충' 줄거리 및 해석 풀이는?…...","▲(영화 기생충 줄거리, 해석, 스포, 무대인사, 관객수 등=ⓒ영화진흥위원회) 영화 '기생충'의 2019년 칸 영화제 '황금 종려상' 수상은 대한민국 최초의 일이자 국내 영화 역사 100주년을 기념할만한 경사였다. 국외에서의... ",parasite
2019-06-04 08:26:00,stoo,"'기생충' 관객수 374만 돌파, 압도적 1위",봉준호 감독의 7번째 연출작인 '기생충'은 2019 칸영화제에서 한국 영화 최초로 황금종려상을 수상하며 관객들의 기대가 폭주한 작품이다. '기생충'은 전원백수인 기택네 장남 기우가 고액 과외 면접을 위해 박사장네... ,parasite
2019-06-04 14:02:00,movist,조용하게 돈 벌어 훌륭한 예술 소비하는 노동자 <오버데어> <기생충> 정...,최우식 씨가 본인이 노래를 잘한다고 했다더라.(웃음) 노래를 시킬 줄은 꿈에도 모르고 그랬다고 하더라.(웃음) <오버 데어>와 <기생충> 영화음악을 선보이며 2019년 상반기를 보냈다. 앞으로의 계획은 어떤가. 작곡가는 어떤... ,parasite
2019-06-05 09:34:00,stoo,"'기생충' 누적 관객수 400만 명 돌파, '알라딘' 2위",봉준호 감독의 7번째 연출작인 '기생충'은 2019 칸영화제에서 한국 영화 최초로 황금종려상을 수상하며 관객들의 기대가 폭주한 작품이다. '기생충'은 전원백수인 기택네 장남 기우가 고액 과외 면접을 위해 박사장네... ,parasite
2019-06-07 08:52:00,stoo,'기생충' 현충일 무려 83만 명 동원…누적 관객수 535만 '흥행 폭주',봉준호 감독의 7번째 연출작인 '기생충'은 2019 칸영화제에서 한국 영화 최초로 황금종려상을 수상하며 관객들의 기대가 폭주한 작품이다. '기생충'은 전원백수인 기택네 장남 기우가 고액 과외 면접을 위해 박사장네... ,parasite
2019-06-07 15:18:00,theceluv,"[스타 직격톡] “NICE"" ‘기생충’ 배우들이 생각하는 봉준호 감독","영화 ‘기생충’이 2019 칸 영화제에서 황금종려상을 수상하면서 봉준호 감독은 한국과 전 세계가 주목하는 인물이 됐다. 전 세계적인 보편타당한 정서로서 계층 차이, 계층 갈등을 현실감 있게 그려낸 이 영화는 봉준호... ",parasite
2019-06-13 11:24:00,nongaek,4차 산업혁명과 기생충,"영화 기생충(봉준호, 2019)은 제72회 칸 영화제에서 대상격인 '황금종려상'을 받았다. 100주년을 맞은 한국영화의 위대함에 심사위원들은 만장일치로 박수를 보냈다. 나 또한 박수를 보태기 위해 얼마 전 영화관에서... ",parasite
2019-06-18 11:06:00,mhns,"[MHN STAR] 영화 '마녀', '기생충'의 배우 '최우식' 필모그래피, 국적, 영...","이후 독립영화 '거인(2014)', 좀비·스릴러 영화 '부산행(2016)', 미스터리·액션 영화 '마녀(2018)', 블랙코미디 영화 '기생충(2019)'까지 장르에 상관없이 다양한 작품에 출연했다. 이렇듯 한국에서 장기간 활동하고... ",parasite
2019-06-26 11:14:00,조선일보,[직업의 세계] 번역가 - 〈기생충〉 번역가 달시 파켓 | “영화 속 캐릭...,"영어 자막 상영관이 늘어나면 좋겠습니다.” 번역가 | 원저작물의 숨결까지 옮겨 담는 제2의 창작자 2016년 한강 작가의 소설 《채식주의자》 맨부커상 수상, 2019년 봉준호 감독의 영화 〈기생충〉 칸영화제 황금종려상... ",parasite
2015-09-03 07:48:00,entertain,"韓영화 아카데미 외국어영화상 도전사, '사도' 24번째 출품","2015년에는 심성보 감독의 '해무'가 한국 대표작으로 출품됐다. 이준익 감독으로서는 2007년 '왕의 남자' 이후 2번째 도전이다. 한국 출품작이 단 한 번도 후보에 오르지 못한 외국어영화상이지만, 내년의 '사도'는... ",sado
2015-09-03 10:59:00,starseoultv,"[별별★영화] '함정', 마동석·조한선 깜짝 무대인사/'암살', 역대 한국...","올해 한국영화 첫 천만 기록을 세운 것에 이어, '어벤져스: 에이지 오브 울트론'을 제치고 2015년 최고 흥행... 그려낸 영화 '사도(감독 이준익)'에서 배우 소지섭이 '사도'의 아들 '정조'로 특별 출연해 관객들의 시선을... ",sado
2015-09-03 11:03:00,entertain,"'사도', 아카데미 출품 이유는?..""외국인도 공감 가능""",2015년 하반기 기대작으로 손꼽히는 '사도'는 2016년 2월 28일 개최되는 제88회 미국 아카데미영화상 외국어 영화부문 한국 출품작으로 선정되었다. 1929년부터 시작된 미국 최대의 영화상인 아카데미영화상에서 '사도'가... ,sado
2015-09-03 11:41:00,entertain,"‘사도’, 제88회 아카데미영화상 외국어 영화부문 한국영화 출품작 선...",2015년 하반기 최고의 기대작으로 손꼽히는 ‘사도’가 2016년 2월 28일 개최되는 제88회 미국 아카데미영화상 외국어 영화부문 한국 출품작으로 선정되었다. 1929년부터 시작된 미국 최대의 영화상인 아카데미영화상에서... ,sado
2015-09-03 12:44:00,obsnews,"이준익 감독 '사도', 제88회 아카데미 영화상 韓영화 출품작 선정",한국영화 출품작으로 선정됐다. 2015년 하반기 최고의 기대작으로 손꼽히는 '사도'가 2016년 2월 28일 개최되는 제88회 미국 아카데미영화상 외국어 영화부문 한국 출품작으로 선정돼 눈길을 끌고 있다. 지난 1929년부터... ,sado
2015-09-03 13:41:00,네이버뉴스,"‘사도’, 제88회 아카데미영화상 외국어 영화부문 韓대표 출품작 선정",2015년 하반기 최고의 기대작으로 손꼽히는 영화 ‘사도’가 오는 2016년 2월28일 개최되는 제88회 미국 아카데미영화상 외국어 영화부문 한국 출품작으로 선정됐다. 지난 1929년부터 시작된 미국 최대의 영화상인... ,sado
2015-09-03 16:42:00,entertain,[리폿@이슈] 첫공개 '사도' 강렬…송강호의 통곡과 유아인의 광기,피로 물든 뒤주에 갇힌 부정 3일 오후 서울 강남구 삼성동 메가박스 코엑스점에서 영화 '사도'(이준익 감독... 2015년 충무로에서 나올 수 있는 최고의 사극이다. 감정과 감동이 요동친다. 이준익 감독은 영조(송강호)와 사도... ,sado
2015-09-03 16:54:00,뉴스엔,‘사도’ 88회 美 아카데미영화상 외국어영화부문 출품,2015년 하반기 최고의 기대작으로 손꼽히는 '사도'가 2016년 2월 28일 개최되는 제88회 미국 아카데미영화상 외국어 영화부문 한국 출품작으로 선정됐다. 1929년부터 시작된 미국 최대의 영화상인 아카데미영화상에서 '사도... ,sado
2015-09-03 17:50:00,entertain,"[SS화보]영화 '사도' 문근영, 극과는 완전히 다른 모습으로!","한편, 영화 ‘사도’는 조선시대 영조와 사도세자의 비극적인 가족사를 다룬 영화로 이준익 감독이 연출을 맡았으며 송강호, 유아인, 문근영, 김혜숙, 전혜진 등이 출연한다. 2015. 9. 3. upandup@sportsseoul.com... ",sado
2015-09-03 17:52:00,entertain,"[SS포토]영화 '사도' 문근영, 각선미 드러나는 앞트임 드레스","영화 ‘사도’는 조선시대 영조와 사도세자의 비극적인 가족사를 다룬 영화로 이준익 감독이 연출을 맡았으며 송강호, 유아인, 문근영, 김혜숙, 전혜진 등이 출연한다. 2015. 9. 3. upandup@sportsseoul.com... ",sado
2015-09-03 17:53:00,entertain,"[SS포토]영화 '사도' 문근영, '꼭 해보고 싶었던 역할!'","영화 ‘사도’는 조선시대 영조와 사도세자의 비극적인 가족사를 다룬 영화로 이준익 감독이 연출을 맡았으며 송강호, 유아인, 문근영, 김혜숙, 전혜진 등이 출연한다. 2015. 9. 3. upandup@sportsseoul.com... ",sado
2015-09-03 17:54:00,entertain,"[SS포토]영화 '사도' 문근영, 극과는 다른 시원스런 옷차림","영화 ‘사도’는 조선시대 영조와 사도세자의 비극적인 가족사를 다룬 영화로 이준익 감독이 연출을 맡았으며 송강호, 유아인, 문근영, 김혜숙, 전혜진 등이 출연한다. 2015. 9. 3. upandup@sportsseoul.com... ",sado
2015-09-03 17:54:00,entertain,[SS포토]우아한 모습으로 무대에 오르는 문근영(영화 '사도'),"영화 ‘사도’는 조선시대 영조와 사도세자의 비극적인 가족사를 다룬 영화로 이준익 감독이 연출을 맡았으며 송강호, 유아인, 문근영, 김혜숙, 전혜진 등이 출연한다. 2015. 9. 3. upandup@sportsseoul.com... ",sado
2015-09-03 17:55:00,entertain,"[SS포토]영화 '사도' 문근영, '자리 잡기 힘드네!'","영화 ‘사도’는 조선시대 영조와 사도세자의 비극적인 가족사를 다룬 영화로 이준익 감독이 연출을 맡았으며 송강호, 유아인, 문근영, 김혜숙, 전혜진 등이 출연한다. 2015. 9. 3. upandup@sportsseoul.com... ",sado
2015-09-03 17:55:00,entertain,"[SS포토]영화 '사도' 시사회, 질문에 답하는 문근영","영화 ‘사도’는 조선시대 영조와 사도세자의 비극적인 가족사를 다룬 영화로 이준익 감독이 연출을 맡았으며 송강호, 유아인, 문근영, 김혜숙, 전혜진 등이 출연한다. 2015. 9. 3. upandup@sportsseoul.com... ",sado
2015-09-03 17:56:00,newsculture,‘사도’ 이준익 감독 “1000만 영화 욕심 버렸는데 유아인 때문에 흔들...,"[영화정보] 영화명: ‘사도’ 장르: 사극 감독: 이준익 개봉일: 2015년 9월 16일출연: 송강호, 유아인, 문근영, 김해숙, 전혜진 외. 관람등급: 12세이상 관람가 (뉴스컬처=김이슬 기자) 대한민국 No.1 문화신문 [뉴스컬처]... ",sado
2015-09-03 17:56:00,entertain,"[SS포토]영화 '사도' 문근영, '시작부터 갈증이 나요!'","영화 ‘사도’는 조선시대 영조와 사도세자의 비극적인 가족사를 다룬 영화로 이준익 감독이 연출을 맡았으며 송강호, 유아인, 문근영, 김혜숙, 전혜진 등이 출연한다. 2015. 9. 3. upandup@sportsseoul.com... ",sado
2015-09-03 17:57:00,entertain,"[SS포토]영화 '사도' 문근영, '계단이 두려워요!'","영화 ‘사도’는 조선시대 영조와 사도세자의 비극적인 가족사를 다룬 영화로 이준익 감독이 연출을 맡았으며 송강호, 유아인, 문근영, 김혜숙, 전혜진 등이 출연한다. 2015. 9. 3. upandup@sportsseoul.com... ",sado
2015-09-03 17:58:00,entertain,"[SS포토]영화 '사도' 문근영, '극중 모습과는 많이 다르죠?'","영화 ‘사도’는 조선시대 영조와 사도세자의 비극적인 가족사를 다룬 영화로 이준익 감독이 연출을 맡았으며 송강호, 유아인, 문근영, 김혜숙, 전혜진 등이 출연한다. 2015. 9. 3. upandup@sportsseoul.com... ",sado
2015-09-03 17:58:00,entertain,"[SS포토]영화 '사도'의 유아인, '베테랑의 인기를 이어서!'","영화 ‘사도’는 조선시대 영조와 사도세자의 비극적인 가족사를 다룬 영화로 이준익 감독이 연출을 맡았으며 송강호, 유아인, 문근영, 김혜숙, 전혜진 등이 출연한다. 2015. 9. 3. upandup@sportsseoul.com... ",sado
2015-09-03 17:59:00,entertain,"[SS포토]영화 '사도'의 유아인, '육체적인 것보다 정신적 연기가 더 힘들...","영화 ‘사도’는 시대 영조와 사도세자의 비극적인 가족사를 다룬 영화로 이준익 감독이 연출을 맡았으며 송강호, 유아인, 문근영, 김혜숙, 전혜진 등이 출연한다. 2015. 9. 3. upandup@sportsseoul.com... ",sado
2015-09-03 18:01:00,newsculture,"2년 만에 스크린 돌아온 송강호, 영화 ‘사도’ 선택한 이유는?","[영화정보] 영화명: ‘사도’ 장르: 사극 감독: 이준익 개봉일: 2015년 9월 16일출연: 송강호, 유아인, 문근영, 김해숙, 전혜진 외. 관람등급: 12세이상 관람가 (뉴스컬처=김이슬 기자) 대한민국 No.1 문화신문 [뉴스컬처]... ",sado
2015-09-03 18:27:00,newsculture,‘사도’ 문근영 “드라마 ‘명성황후’ 때부터 혜경궁 홍씨役 욕심났다...,"[영화정보] 영화명: ‘사도’ 장르: 사극 감독: 이준익 개봉일: 2015년 9월 16일출연: 송강호, 유아인, 문근영, 김해숙, 전혜진 외. 관람등급: 12세이상 관람가 (뉴스컬처=김이슬 기자) 대한민국 No.1 문화신문 [뉴스컬처]... ",sado
2015-09-03 18:29:00,newsculture,‘사도’ 유아인 “송강호 선배 앞에서 연기에 대해 논하기 민망하다”,"[영화정보] 영화명: ‘사도’ 장르: 사극 감독: 이준익 개봉일: 2015년 9월 16일출연: 송강호, 유아인, 문근영, 김해숙, 전혜진 외. 관람등급: 12세이상 관람가 (뉴스컬처=김이슬 기자) 대한민국 No.1 문화신문 [뉴스컬처]... ",sado
2015-09-03 20:18:00,entertain,[SS포토]2년만에 영화 '사도'로 스크린 복귀한 송강호,"영화 ‘사도’는 시대 영조와 사도세자의 비극적인 가족사를 다룬 영화로 이준익 감독이 연출을 맡았으며 송강호, 유아인, 문근영, 김혜숙, 전혜진 등이 출연한다. 2015. 9. 3. upandup@sportsseoul.com... ",sado
2015-09-03 20:22:00,entertain,[SS포토]영화 '사도' 언론시사회 및 기자 간담회,"영화 ‘사도’는 조선시대 영조와 사도세자의 비극적인 가족사를 다룬 영화로 이준익 감독이 연출을 맡았으며 송강호, 유아인, 문근영, 김혜숙, 전혜진 등이 출연한다. 2015. 9. 3. upandup@sportsseoul.com... ",sado
2015-09-03 20:32:00,entertain,"[SS포토]영화 '사도' 기자간담회, 유아인 머리 가리키는 문근영","영화 ‘사도’는 조선시대 영조와 사도세자의 비극적인 가족사를 다룬 영화로 이준익 감독이 연출을 맡았으며 송강호, 유아인, 문근영, 김혜숙, 전혜진 등이 출연한다. 2015. 9. 3. upandup@sportsseoul.com... ",sado
2015-09-03 20:33:00,newsculture,"‘사도’ 문근영, 감출 수 없는 ‘미소’(NC포토)","[영화정보]영화명: ‘사도’장르: 사극감독: 이준익개봉일: 2015년 9월 16일출연: 송강호, 유아인, 문근영, 김해숙, 전혜진 외.관람등급: 12세이상 관람가 (뉴스컬처=) 대한민국 No.1 문화신문 [뉴스컬처] [네이버 뉴스스탠드]... ",sado
2015-09-03 20:33:00,newsculture,"‘사도’ 송강호, 작품을 빛내는 왕의 위엄(NC포토)","[영화정보]영화명: ‘사도’장르: 사극감독: 이준익개봉일: 2015년 9월 16일출연: 송강호, 유아인, 문근영, 김해숙, 전혜진 외.관람등급: 12세이상 관람가 (뉴스컬처=) 대한민국 No.1 문화신문 [뉴스컬처] [네이버 뉴스스탠드]... ",sado
2015-09-03 20:33:00,newsculture,"‘사도’ 전혜진, 누구보다 화려하게… 자신감 넘치는 포즈(NC포토)","[영화정보]영화명: ‘사도’장르: 사극감독: 이준익개봉일: 2015년 9월 16일출연: 송강호, 유아인, 문근영, 김해숙, 전혜진 외.관람등급: 12세이상 관람가 (뉴스컬처=) 대한민국 No.1 문화신문 [뉴스컬처] [네이버 뉴스스탠드]... ",sado
2015-09-03 20:33:00,newsculture,"‘사도’ 문근영, 블랙 드레스 입고 우아하게(NC포토)","[영화정보]영화명: ‘사도’장르: 사극감독: 이준익개봉일: 2015년 9월 16일출연: 송강호, 유아인, 문근영, 김해숙, 전혜진 외.관람등급: 12세이상 관람가 (뉴스컬처=) 대한민국 No.1 문화신문 [뉴스컬처] [네이버 뉴스스탠드]... ",sado
2015-09-03 20:33:00,newsculture,"‘사도’ 김해숙, 쉽게 소화할 수 없는 화이트패션 뽐내며(NC포토)","[영화정보]영화명: ‘사도’장르: 사극감독: 이준익개봉일: 2015년 9월 16일출연: 송강호, 유아인, 문근영, 김해숙, 전혜진 외.관람등급: 12세이상 관람가 (뉴스컬처=) 대한민국 No.1 문화신문 [뉴스컬처] [네이버 뉴스스탠드]... ",sado
2015-09-03 20:33:00,newsculture,‘사도’에는 ‘암살’도 ‘베테랑’도 다 있답니다(NC포토),"[영화정보]영화명: ‘사도’장르: 사극감독: 이준익개봉일: 2015년 9월 16일출연: 송강호, 유아인, 문근영, 김해숙, 전혜진 외.관람등급: 12세이상 관람가 (뉴스컬처=) 대한민국 No.1 문화신문 [뉴스컬처] [네이버 뉴스스탠드]... ",sado
2015-09-03 20:33:00,newsculture,"‘사도’ 유아인, 정직한 슈트핏(NC포토)","[영화정보]영화명: ‘사도’장르: 사극감독: 이준익개봉일: 2015년 9월 16일출연: 송강호, 유아인, 문근영, 김해숙, 전혜진 외.관람등급: 12세이상 관람가 (뉴스컬처=) 대한민국 No.1 문화신문 [뉴스컬처] [네이버 뉴스스탠드]... ",sado
2015-09-03 20:33:00,newsculture,"‘사도’ 송강호, 강렬한 카리스마(NC포토)","[영화정보]영화명: ‘사도’장르: 사극감독: 이준익개봉일: 2015년 9월 16일출연: 송강호, 유아인, 문근영, 김해숙, 전혜진 외.관람등급: 12세이상 관람가 (뉴스컬처=) 대한민국 No.1 문화신문 [뉴스컬처] [네이버 뉴스스탠드]... ",sado
2015-09-03 20:33:00,newsculture,"‘사도’ 유아인, 재벌3세에서 세자로 변신(NC포토)","[영화정보]영화명: ‘사도’장르: 사극감독: 이준익개봉일: 2015년 9월 16일출연: 송강호, 유아인, 문근영, 김해숙, 전혜진 외.관람등급: 12세이상 관람가 (뉴스컬처=) 대한민국 No.1 문화신문 [뉴스컬처] [네이버 뉴스스탠드]... ",sado
2015-09-03 20:50:00,entertain,[SS포토]최소 500만 이상의 관객 동원 노리는 영화 '사도',"영화 ‘사도’는 조선시대 영조와 사도세자의 비극적인 가족사를 다룬 영화로 이준익 감독이 연출을 맡았으며 송강호, 유아인, 문근영, 김혜숙, 전혜진 등이 출연한다. 2015. 9. 3. upandup@sportsseoul.com... ",sado
2015-09-03 21:23:00,newsculture,[영화스케치] 300년 전 영조와 사도가 우리에게 던지는 물음…‘사도’...,"[영화정보] 영화명: ‘사도’ 장르: 사극 감독: 이준익 개봉일: 2015년 9월 16일출연: 송강호, 유아인, 문근영, 김해숙, 전혜진 외. 관람등급: 12세이상 관람가 (뉴스컬처=김이슬 기자) 대한민국 No.1 문화신문 [뉴스컬처] [네이버... ",sado
2015-09-04 11:30:00,starseoultv,"[별별★영화] '사도', 릴레이 시네마 콘서트 개최/'메이즈 러너: 스코치...","2015년 하반기 최고의 기대작으로 손꼽히는 '사도'가 사전 시사회를 통해 다양한 시각으로 영화를 즐길 수 있는 관객과의 대화 자리를 마련한다. '영조'와 '사도'의 내면 심리에 초점을 맞춘 심리 콘서트는 물론, 도서와... ",sado
2015-09-04 11:32:00,entertain,"심리·북·역사로 보는 '사도', 릴레이콘서트 개최","2015년 하반기 최고의 기대작으로 손꼽히는 '사도'가 사전 시사회를 통해 다양한 시각으로 영화를 즐길 수 있는 관객과의 대화 자리를 마련한다. 영조와 사도의 내면 심리에 초점을 맞춘 심리 콘서트는 물론, 도서와... ",sado
2015-09-04 14:29:00,entertain,‘사도’ 릴레이 시네마 콘서트 개최…다양한 방식으로 만나는 역사,2015년 하반기 최고의 기대작으로 손꼽히는 ‘사도’가 사전 시사회를 통해 다양한 시각으로 영화를 즐길 수 있는 관객과의 대화 자리를 마련한다. ‘영조’와 ‘사도’의 내면 심리에 초점을 맞춘 심리 콘서트는 물론... ,sado
2015-09-04 23:22:00,starseoultv,[주말뭐해?] 9월 축제의 계절이 왔다! DMC 페스티벌등 주말 나들이 가볼...,추석 개봉영화로 준비중인 영화 '사도'는 이준익 감독-송강호-유아인 2015년 가장 강렬한 만남으로 화제가 모으고 있다. 영화 '사도'는 어떤 순간에도 왕이어야 했던 아버지 영조와 단 한 순간이라도 아들이고 싶었던... ,sado
2015-09-05 10:16:00,newsculture,[리뷰] 이 죽일 놈의 부자…이준익 감독이 말하는 영조와 ‘사도’,"[영화정보] 영화명: ‘사도’장르: 사극감독: 이준익개봉일: 2015년 9월 16일출연: 송강호, 유아인, 문근영, 김해숙, 전혜진 외.관람등급: 12세이상 관람가 (뉴스컬처=김이슬 기자) 대한민국 No.1 문화신문 [뉴스컬처] [네이버... ",sado
2015-09-05 11:51:00,네이버뉴스,"""유아인이 표현하는 사도세자는?""",""" 송강호 유아인 사도 / 사진=사도 공식포스터 송강호, 유아인의 만남으로 화제를 모은 영화 '사도'가 9월... 세자 사도 역의 유아인의 강렬한 대립으로 눈길을 끌며 2015년 최고의 연기 격돌을 예고합니다. 예고편 속... ",sado
